Destination,Hotel_ Name,Address,Rate,Price,Image_link,Hotel_link
Cairo,Giza Pyramids View Inn,"6 sphinx St, pyramids , Giza, 12557 Cairo, Egypt, Cairo",7.9,$64 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F361763229.jpg%3Fk%3De5a1f8039d3582ef8146dc5c82d5e43dba3e6712311c4bb5c43ee0c46bfe576f%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/giza-pyramids-view-inn.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,Sahara Pyramids Inn,"14 Abo Al Hol Al Seyahi, Cairo",8.7,$62 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F452867042.jpg%3Fk%3D16e6888856482e980c30d2163b20e7c11041984b13857f2c5a5391875d6ddf66%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/sahara-pyramids-inn.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,Great Pyramid Inn,"14 Abou Al Hool Al Seiahi, Pyramids Plateau In Front of Sound and Light Theater, Cairo",8.7,$69 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F491132974.jpg%3Fk%3D4636a89901b7bd72b487e138dcffaeeab6324a5fab31c08999aaa704542d7bb1%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/great-pyramid-inn.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,PANORAMA view pyramids,"10 abo el hool st nazlet el samman 10, Cairo",8.6,$87 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F405124053.jpg%3Fk%3Da06e8b525d8e2d227ed8bacd5b62af41711168fd0fa6a01da9d83ed2bf59a829%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/panorama-view-pyramids.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,Turquoise Pyramids & Grand Egyptian museum view Hotel,"Al Remaya 7 Al Remaya square Cairo Alxsandria road, Cairo",7.5,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F370809552.jpg%3Fk%3Dcb2448f3705e9a9c9134d76af92b113ce9ad33635e7f095fcd760980794a2ebb%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/turquoise-pyramids.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,TuT Pyramids View,"2nd Abu Aziza St. Ext. Abul Haoul, Pyramids, Giza,Egypt, Cairo",7.1,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F235188871.jpg%3Fk%3Da1359a896308b485fe15161d44517ba09d7113f89a98e484ada70c983edf8065%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/tut-pyramids-view.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,"Golden Park Hotel Cairo, Heliopolis","221 El Hegaz Street, Heliopolis, Cairo",6.5,$79 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F26329656.jpg%3Fk%3D1ed672ae1c89fc03fabd69c24d173c2832411438fad48e464aba1d12d4dd503a%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/golden-park.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,Pyramids Park Resort Cairo,"KM 2.5 Cairo Alexandria Desert Road, Cairo",6.6,$92 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F468026651.jpg%3Fk%3D47ae3655b02fcb4918d96cec4fe7bef5f3527abaaba1d78cf9045d082689003f%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/pyramids-park-resort-cairo.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,Atlantis pyramids inn,"Sphinx square pyramids giza 4 sphinx street pyramids giza, Cairo",9.1,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F279659242.jpg%3Fk%3D28ca4686dc245f7e63d2bdd2674d2147623fc5924c5c0881b93c072e204f0e7d%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/atlantis-pyramids-inn.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Cairo,(Private) Pyramids Planet Hotel,"Gate 2, 198 W, Hadayek Al Ahram",9.4,$79.38 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fa.hwstatic.com%2Fimage%2Fupload%2Ff_auto%2Cq_auto%2Cw_920%2Ch_600%2Fv1%2Fpropertyimages%2F3%2F309015%2Flnjrhjnxuoesd35obzks&w=1080&q=75,https://prf.hn/click/camref:1011l3Drhh/destination:https%3A%2F%2Fwww.hostelworld.com%2Fpwa%2Fhosteldetails.php%2F309015%3Ffrom%3D2024-06-11%26to%3D2024-06-20%26currency%3DUSD
Cairo,Royal Day Plaza Hotel,"motamyez district - behind ramo square, 6th Of October",8.4,$89 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F295011761.jpg%3Fk%3D279ae80ee6d100481cc0541a4a6fc251956e6351b2e3726d28ac6006808b107d%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~47604a60-2fa7-4235-a8aa-8ad682d9941a~date:2024-04-29&checkin=2024-06-11&checkout=2024-06-20&link=https%3A//www.booking.com/hotel/eg/royal-day-plaza.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Cleopatra Hotel Luxor,"Gezira El Bairat, West Bank, Luxor",8.9,$64 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F48173781.jpg%3Fk%3Dc84317e162e52bf21df92c1f45f8e7dce7d01df3d556d5a26707cf18bbbb4e76%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/cleopatra-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Hotel Sheherazade Luxor,"Gezira El Bairat, West Bank, Luxor",7.8,$64 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F133329224.jpg%3Fk%3D480a8e62931c17824c656ccf01d474185e83bb499b1e2c636c6d890b3c98dacd%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/sheherazade.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Amon Hotel,"Gezira El Bairat, West Bank, Luxor",8.3,$71 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F509469193.jpg%3Fk%3D2ed1bb4d027ebd53787e9e1c1cbe211a9d741579f3571910995fdadca5f3d89a%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/amon.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Embrace Hotel,"luxor -west bank - halfaia, Luxor",8.7,$70 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F460319321.jpg%3Fk%3D605b104ac7cb13eaf1d4bd430fb4be3b7acfc4f3ae77448f5d89d7ee8cc2f055%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/embrace.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Spring Hotel Luxor,"Ramla Street, West Bank, Luxor",8.7,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F297200856.jpg%3Fk%3D409e47e542de0b51f1194466e67175471270b4e5f533b56d53cb9027b89917d3%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/555-studios-amp-flats.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,El Gezira Garden Hotel Luxor,"Gezira El Bairat , West bank , Luxor",8.9,$69 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F53313091.jpg%3Fk%3D611e4149f6314093d5db887bd8a220d3d10cd8611885e777506433f463b19900%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/el-gezira-garden-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,El Mesala Hotel,"Gezira El Bairat, Al Ramla, West Bank, Luxor",8.3,$66 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F320113424.jpg%3Fk%3Db16aefdac31af523041b0253354d18b276719b831ed874f25c22b62543019a98%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/el-mesala.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Susanna Hotel Luxor,"52 Karnak Temple St, East Bank, Luxor",8,$66 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F2463931.jpg%3Fk%3D3d9aa289b0c7c4b4c4b1e4e16b6e62525c7a20171b4a862f97ee569eb1eb3387%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/susanna.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,CASA LOKO Guest House,"Al Bairat,west bank,luxor, Luxor",9.7,$66 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F400780485.jpg%3Fk%3D62d17fa7d4ec1e817e055a3970ecaf2457f005d54ee3ced651c3fad542488e5d%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/casa-loko-guest-house.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Venus hotel luxor 日本人 大歓迎,"Intersection Youssef Hassan Street with Market Street, East Bank, Luxor",8.4,$71 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F471953936.jpg%3Fk%3D92335d02e18ed18de0534b1ff88b73f6c7859f400b6f69e53894112a2daf086b%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/venus-hostel.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,(Private) New Saint Catherine Hotel Luxor,"Youssef Hassan st, East Bank , Luxor , Egypt",6.6,$55.88 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fa.hwstatic.com%2Fimage%2Fupload%2Ff_auto%2Cq_auto%2Cw_920%2Ch_600%2Fv1%2Fpropertyimages%2F3%2F317092%2Fwxgiwck3lrylfyfxjdpo&w=1080&q=75,https://prf.hn/click/camref:1011l3Drhh/destination:https%3A%2F%2Fwww.hostelworld.com%2Fpwa%2Fhosteldetails.php%2F317092%3Ffrom%3D2024-10-06%26to%3D2024-10-07%26currency%3DUSD
Luxor,Full Moon House,"El Ramla, Luxor West Bank, Luxor Close to the ferry, Luxor",9.4,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F502896220.jpg%3Fk%3Dddc780d3e7d5154cc26e832c1655b0cbaa403ae5c0435a84e933d7a1b4d54efb%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/full-moon-house.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,(Private) Rezeiky Hotel Luxor,Karnak Temple St.,0,$63.50 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fa.hwstatic.com%2Fimage%2Fupload%2Ff_auto%2Cq_auto%2Cw_920%2Ch_600%2Fv1%2Fpropertyimages%2F2%2F293013%2Fhgctsx4r1clphabteny3&w=1080&q=75,https://prf.hn/click/camref:1011l3Drhh/destination:https%3A%2F%2Fwww.hostelworld.com%2Fpwa%2Fhosteldetails.php%2F293013%3Ffrom%3D2024-10-06%26to%3D2024-10-07%26currency%3DUSD
Luxor,Luxor Guest House,"West Bank, Albairat , Alramla, Luxor",8.8,$64 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F297119376.jpg%3Fk%3D18b6713c7b56e918222a76eb93139392687e23f9493e120709a81cbb886018a4%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/luxor-guest-house.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Thebes Hotel,"West Bank, Luxor",8.7,$68 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F305455848.jpg%3Fk%3D5e957568f1f7026f94da9b46871b359162672220b9ee00bd3937ef4329456fff%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/thebes.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,IN LUXOR Nile Apartments,"Ramla Nile Street, 10, Luxor",8.7,$50 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F384780591.jpg%3Fk%3D5d64abced9585fe2da55bda1602e36d0cf1c313a6d95822a4fbab3dd04a6dbcc%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/apartments-in-luxor-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Villa Kaslan Apartments,"Cairo Road to Western Aswan, Luxor",9.8,$50 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F507354061.jpg%3Fk%3D4730e4cc9b79fa32f6b3d5b9a6e2f71ff5a0d5f3fbe9bd15f3867f3f74da46b1%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/villa-kaslan.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Moon Valley Apartments,"luxor west bank albairat, Luxor",9.1,$63 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F326810252.jpg%3Fk%3D4ca6725e13c8f12a2032eb13450d4b11637365b8877d71dc9ae054af92ac3c77%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/moon-valley-apartments.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Iberotel Luxor,"Khaled Ibn El Waleed Street, East Bank, Luxor",8.4,$81 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F334702813.jpg%3Fk%3Db644520a99b602a9b8c5c2c8ae99ab2fee8621433536b0883ff8a023be79ae9b%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/iberotel-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Nile Panorama Hotel,"Luxor , west bank , Albairat , Jorf, Luxor",9.2,$63 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F428120459.jpg%3Fk%3Dae37de481b9abce3f43b091c8c36778b490f777757721b95e7cec4dfd18d8c56%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/nile-panorama-apartments.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,DREAM ISLAND Hotel,"El DJORF West Bank of Luxor, Luxor",8.5,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F321078281.jpg%3Fk%3D032408ec2368278cd8907ee2bf975b57d4775f33ed8bdc0e781090d414a35fac%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/dream-island.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Sonesta St. George Hotel - Convention Center,"Corniche El Nile Street, Luxor",9.1,$91 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F389273650.jpg%3Fk%3D337b556b649af567799b82070d02a1764edc4bdfc4e1c5035d18bf30743f83c9%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/sonesta-st-george-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Nile Compound,"Jorf, opposite to Steigenberger Hotel- West Bank, Luxor",8.9,$58 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F333561406.jpg%3Fk%3D3d34ca4be62b726e3fa572d6b7605bf0946a9e6bc67fcfc56784a65994529bf9%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/nile-compound-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Lotus Luxor Hotel,"Khalid Ibn Walid, Corniche El Nil, East Bank, Luxor",8.3,$70 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F352183153.jpg%3Fk%3D8767d8040e31d86f737e78f98b39c8c5d898850937ce5ca89b4040b0a9d79abe%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/lotus-luxor-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
Luxor,Steigenberger Nile Palace Luxor - Convention Center,"Khaled Ben Walid St, Luxor",9.1,$93 ,https://tripplanner.ai/_next/image?url=https%3A%2F%2Fq-xx.bstatic.com%2Fxdata%2Fimages%2Fhotel%2Fmax500%2F408981730.jpg%3Fk%3Dac952cb0bd90a5af08bf910f2c43b0cc354a599ddd68b34f2019ea0eeebce612%26o%3D&w=1080&q=75,https://www.stay22.com/allez/booking?aid=tripplannerai&campaign=build-itinerary~ad36c165-ea5c-40fe-907f-8c86a228a829~date:2024-04-29&checkin=2024-10-06&checkout=2024-10-07&link=https%3A//www.booking.com/hotel/eg/steigenberger-nile-palace-luxor.html%3Faid%3D1607597%26checkin%3D2024-07-28%26checkout%3D2024-07-29%26no_rooms%3D1%26group_adults%3D2%26selected_currency%3DUSD
